t,ax,ay,az,gx,gy,gz,roll,pitch,yaw
0.0,-0.0006665140390396118,0.004332005977630615,0.0033577680587768555,-0.017749911174178123,-0.009972404688596725,0.007348991464823484,-3.542704528076176e-18,-5.540940115026861e-17,-5.026267212210883e-18
0.010054999998828862,-0.0041997358202934265,0.001536548137664795,0.0032138749957084656,-0.008750823326408863,-0.005495363846421242,0.00824487954378128,-7.93591302686705e-05,-0.00013808198647747406,9.148889333212964e-05
0.02011000000493368,-0.00293036550283432,-0.00015616416931152344,0.0073400139808654785,-0.004444536287337542,-0.0002008667215704918,0.00814738031476736,-0.00010861559370981248,-0.00020625043141765185,0.00019834840432377863
0.030165000003762543,-0.010962709784507751,0.0023759007453918457,0.008163869380950928,0.002637874335050583,-0.0859794169664383,0.21548938751220703,-0.00018431025487405166,-0.00023064331311264293,0.0005484282581984984
0.040220000002591405,0.09582667052745819,0.0031965970993041992,-0.004407703876495361,-0.045289795845746994,-0.025835122913122177,0.4878377616405487,0.0001369439534697426,-0.00014872435413288082,0.00029992985363578526
0.05027500000142027,0.3047558069229126,0.024116218090057373,-0.002021893858909607,-0.04315287247300148,0.06818059086799622,0.1688760221004486,0.000288184101448382,-2.7682207966369972e-06,-0.0002860556713690932
0.06033000000024913,0.13607488572597504,0.019391953945159912,0.014339804649353027,-0.004430376924574375,0.07281595468521118,-0.08761874586343765,0.0002155445923062499,0.00010003361216865791,9.856312662250473e-05
0.07038499999907799,-0.035804860293865204,0.006048083305358887,0.012592613697052002,0.0063263969495892525,0.006357300095260143,-0.0020524461288005114,0.0003245166275240409,0.00011391740720512617,0.00020234722374614357
0.08043900000484427,0.009623892605304718,-0.00031679868698120117,0.0024132058024406433,-0.009548617526888847,-0.0025938500184565783,0.012051708064973354,0.00033160450905130143,3.476752796783074e-05,0.00015238495945794979
0.09049400000367314,-0.008309431374073029,-0.0037494301795959473,0.0008121728897094727,-0.022401299327611923,0.0038984038401395082,-0.0028742447029799223,0.00036013597698705797,-0.00013563806056546794,0.00016984108994762306
0.100549000002502,-0.005256757140159607,0.004782497882843018,0.00042872875928878784,-0.013812205754220486,0.013394303619861603,-0.004445216618478298,0.0004596186389865491,-0.00033026176611034003,0.00014589589971156884
0.11060400000133086,-0.0026437342166900635,0.01148223876953125,-0.0035750791430473328,0.010515770874917507,0.016550149768590927,-0.0030651665292680264,0.0006082973565001448,-0.0003490751525823391,0.00011518715933689565
0.12065900000015972,-0.005949750542640686,0.014743208885192871,-0.00307338684797287,0.019487962126731873,0.017377594485878944,-0.0032406689133495092,0.0007881292833356978,-0.0002127181613007104,0.00011127095525837561
0.13071399999898858,-0.0053611621260643005,0.009335994720458984,-0.002418629825115204,0.015511329285800457,0.013609221205115318,-0.0010805788915604353,0.0009471029196807636,-2.7823617545331798e-05,0.00016669671432478395
0.1407690000050934,-0.0005747005343437195,0.002839982509613037,-0.00867270678281784,0.0031059696339070797,0.007921773940324783,0.0068753487430512905,0.001059744489232744,7.226163805530192e-05,0.00020870178836609297
0.15082400000392227,0.0006123855710029602,0.0037543773651123047,-0.0077692121267318726,-0.011968054808676243,0.0074823531322181225,-0.0051331110298633575,0.0011315009628768162,3.854483027772473e-05,0.00019088124620412862
0.16087900000275113,-0.006782740354537964,0.005207061767578125,0.005510754883289337,-0.01169605739414692,0.008950287476181984,0.0013586103450506926,0.0012099011732288015,-0.00014746702755898158,0.00016420461231720615
0.17093400000158,-0.001965567469596863,0.003613412380218506,0.004660911858081818,0.02098412625491619,0.014675552025437355,-0.004355734214186668,0.0013224122626470842,-7.559396138078627e-05,0.0001292283638505044
0.18098900000040885,-0.007464468479156494,0.002997100353240967,-0.006316721439361572,0.022003892809152603,0.02882452681660652,-0.009009688161313534,0.0015448383151979877,0.00014463064889565358,4.0484360147246214e-05
0.19104299999889918,-0.00453580915927887,0.010272681713104248,-0.01159811019897461,0.03208689019083977,0.03807927668094635,-0.00944112055003643,0.0019027328385888252,0.0004193919580088204,-3.310585216384858e-05
0.201098000005004,0.007260434329509735,-0.0022358298301696777,-0.006273098289966583,0.030855795368552208,0.025953639298677444,-0.01193287968635559,0.002228058260508446,0.0007446176656854924,-0.00013744469189245391
0.21115300000383286,0.011157698929309845,-0.002400815486907959,-0.004585981369018555,0.018824700266122818,0.014623486436903477,-0.014534788206219673,0.0024315037561542753,0.0010120958014811251,-0.00028336590433868564
