t,ax,ay,az,gx,gy,gz,roll,pitch,yaw
0.0,0.0935067683458328,0.0213831663131713,-0.0275526642799377,0.2235119342803955,-0.8320762515068054,0.0266713164746761,-0.1704124687437847,0.0048474956543568,-0.0055172213919028
0.010054999998828862,0.0870293006300926,0.0365173816680908,-0.0430991016328334,0.3308698832988739,-0.8631801009178162,0.0498525351285934,-0.1790758555364328,0.0075353521551731,-0.0046549068327817
0.020110999997992707,0.0773231610655784,0.0249108672142028,-0.0673832297325134,0.4160806536674499,-0.8574944734573364,0.0570614449679851,-0.1877572667398545,0.011141877513755,-0.0034241185534428
0.03016599999682512,0.077780857682228,0.0126647353172302,-0.071236602962017,0.4300863146781921,-0.8460972905158997,0.0601200871169567,-0.1963827223856794,0.015309123258227,-0.001995357227582
0.04022100000292994,0.0884399339556694,-0.0088997483253479,-0.0468875169754028,0.3732102513313293,-0.86408531665802,0.0398558303713798,-0.2052088471172871,0.0192192692284686,-0.0006845263567007
0.0502760000017588,0.1054852157831192,-0.0147517323493957,-0.0274776220321655,0.2767049372196197,-0.9036649465560912,0.02644894272089,-0.2144520607349085,0.0223478931990652,0.0003430932471592
0.060331000000587665,0.1167773827910423,0.0027354955673217,-0.0289619490504264,0.1822961419820785,-0.9481045603752136,0.0139363473281264,-0.2240640163852108,0.0245657297730819,0.0010589517178293
0.07038599999941653,0.1369004398584365,0.0239837765693664,-0.0495424196124076,0.1651129722595214,-0.9954789876937866,0.0181238483637571,-0.2340981850729254,0.0262160672960165,0.0016361883541496
0.08044099999824539,0.1522308588027954,0.0587222576141357,-0.075520634651184,0.180295929312706,-1.0573406219482422,0.0220725182443857,-0.2448239078160059,0.0278974401674488,0.002288770397807
0.09049699999741279,0.1497828513383865,0.0306479930877685,-0.0708494186401367,0.1470681577920913,-1.107486367225647,0.0332632549107074,-0.256046521593015,0.0294837016352593,0.0029723477657123
0.1005520000035176,0.1389717757701873,-0.0048197507858276,-0.0506131574511528,0.0398455634713172,-1.141686201095581,0.045751616358757,-0.2676594151312332,0.0302805935058467,0.0035971604266483
0.11060700000234647,0.1287518292665481,-0.0149855017662048,-0.0411190912127494,-0.0146533651277422,-1.1775566339492798,0.0524516478180885,-0.2796223004786781,0.0302538053860774,0.0041407890029798
0.12066200000117533,0.1233798041939735,-0.0019863843917846,-0.0538215562701225,0.0305868200957775,-1.1968247890472412,0.0593252666294574,-0.291875182968629,0.030102319928883,0.0047133214486142
0.13071700000000064,0.1054881289601326,0.0323476195335388,-0.0612557530403137,0.1634799689054489,-1.2113795280456543,0.073791928589344,-0.3043185651042716,0.0308336546544664,0.0056531406165201
0.14077199999883305,0.076880820095539,0.0306554436683654,-0.0548210740089416,0.304813951253891,-1.1908081769943235,0.09018075466156,-0.316985186764667,0.0328302993122985,0.0072024624119491
0.15082699999766191,0.0611894056200981,0.0040629506111145,-0.0342650935053825,0.4182683527469635,-1.182925581932068,0.105605810880661,-0.3295305308602541,0.0360137930523959,0.009367046236119
0.1608829999968293,0.0559616908431053,0.0090172290802001,-0.0143101811408996,0.526000440120697,-1.16312575340271,0.1311258226633072,-0.3419591977264087,0.0401392604969104,0.0121397104151295
0.17093800000293413,0.0568888559937477,0.0247442126274108,-0.0030422806739807,0.6135274767875671,-1.1530535221099854,0.1486073732376098,-0.3540709987040299,0.0451055430582716,0.0154634516146912
0.180993000001763,0.0764804109930992,-0.0056379437446594,0.0409674644470214,0.6248850226402283,-1.182969093322754,0.1546189337968826,-0.3663661364895676,0.050467470164979,0.019188517698678
0.19104800000059186,0.0921298265457153,-0.0188328623771667,0.06199312210083,0.5364605188369751,-1.2277231216430664,0.1602457761764526,-0.3790588258731543,0.0553792034006729,0.0228532803775765
0.20110299999942072,0.0947843417525291,-0.0296948552131652,0.0789798572659492,0.3985103666782379,-1.2514731884002686,0.1637164056301117,-0.3920379998069311,0.0591517574989812,0.0261887536267183
0.21115799999824958,0.089751236140728,-0.0286707878112792,0.0971029996871948,0.2781830728054046,-1.2678714990615845,0.1622451692819595,-0.4052109391123522,0.0616472523912927,0.0290668326409806
0.22121299999707844,0.0878825187683105,-9.310245513916016e-05,0.1064481809735298,0.1689812242984771,-1.2695956230163574,0.1600142419338226,-0.4186394646282841,0.0630734132120246,0.0315275473247592
0.23126800000318326,0.0856615155935287,-0.0024412274360656,0.1319202184677124,0.0771722048521041,-1.2703526020050049,0.1474750190973281,-0.4321016387913063,0.0635379567162771,0.0335201389626765
0.24132400000235066,0.0808235183358192,0.002585232257843,0.1487907171249389,0.0353978648781776,-1.2660423517227173,0.1270943731069564,-0.4455104921328418,0.0634405312861584,0.0350659364283358
